Sus_Jaccard:
(97, 0.09615384615384616)
(168, 0.04411764705882353)
(165, 0.04032258064516129)
(90, 0.03968253968253968)
(119, 0.03940886699507389)
(109, 0.03787878787878788)
(91, 0.037037037037037035)
(99, 0.037037037037037035)
(118, 0.037037037037037035)
(127, 0.037037037037037035)
(128, 0.037037037037037035)
(136, 0.037037037037037035)
(58, 0.03669724770642202)
(164, 0.03669724770642202)
(124, 0.03636363636363636)
(141, 0.035842293906810034)
(159, 0.035842293906810034)
(171, 0.035842293906810034)
(162, 0.03550295857988166)
(72, 0.03355704697986577)
(75, 0.03355704697986577)
(169, 0.03333333333333333)
(104, 0.03289473684210526)
(81, 0.032467532467532464)
(126, 0.032467532467532464)
(134, 0.032467532467532464)
(163, 0.028409090909090908)
(63, 0.027932960893854747)
(166, 0.02422145328719723)
(52, 0.022988505747126436)
(73, 0.0228310502283105)
(161, 0.02262443438914027)
(53, 0.021739130434782608)
(61, 0.019305019305019305)
(51, 0.018518518518518517)
(56, 0.017857142857142856)
(133, 0.010460251046025104)
(148, 0.0063371356147021544)
(158, 0.0063371356147021544)
(160, 0.0063371356147021544)
(167, 0.0063371356147021544)
(135, 0.006157635467980296)
(50, 0.0)
(79, 0.0)
(93, 0.0)
(112, 0.0)
(120, 0.0)
(122, 0.0)
(172, 0.0)

Sus_Ochiai:
(97, 0.23063280200722125)
(165, 0.2008048322256247)
(118, 0.19245008972987526)
(124, 0.19069251784911845)
(128, 0.1893206114156883)
(141, 0.1893206114156883)
(159, 0.1893206114156883)
(171, 0.1893206114156883)
(119, 0.17843989469818822)
(168, 0.1651445647689541)
(162, 0.14770978917519928)
(90, 0.14373989364401724)
(109, 0.14030338331657843)
(91, 0.1386750490563073)
(99, 0.1386750490563073)
(127, 0.1386750490563073)
(136, 0.1386750490563073)
(72, 0.13176156917368248)
(75, 0.13176156917368248)
(166, 0.130892578601184)
(104, 0.13041013273932528)
(81, 0.12953194003770996)
(126, 0.12953194003770996)
(134, 0.12953194003770996)
(58, 0.12463539056995115)
(164, 0.12463539056995115)
(163, 0.12091270835166862)
(63, 0.11986582537134603)
(73, 0.10808442529177924)
(161, 0.10758287072798381)
(53, 0.10540925533894599)
(133, 0.10227536871615328)
(61, 0.09920947376656813)
(56, 0.09534625892455922)
(169, 0.08770580193070293)
(148, 0.07960612799717215)
(158, 0.07960612799717215)
(160, 0.07960612799717215)
(167, 0.07960612799717215)
(52, 0.071156806696482)
(135, 0.05565872287850237)
(51, 0.05443310539518173)
(50, 0.0)
(79, 0)
(93, 0)
(112, 0)
(120, 0.0)
(122, 0.0)
(172, 0)

Sus_Op2:
(165, 9.851156973108193)
(118, 9.83739837398374)
(124, 9.834271419637274)
(128, 9.8317698561601)
(141, 9.8317698561601)
(159, 9.8317698561601)
(171, 9.8317698561601)
(133, 9.40838023764853)
(148, 9.019387116948092)
(158, 9.019387116948092)
(160, 9.019387116948092)
(161, 9.019387116948092)
(162, 9.019387116948092)
(163, 9.019387116948092)
(164, 9.019387116948092)
(166, 9.019387116948092)
(167, 9.019387116948092)
(168, 9.019387116948092)
(169, 9.019387116948092)
(119, 7.879299562226391)
(97, 4.973733583489681)
(90, 4.927454659161977)
(109, 4.923702313946216)
(91, 4.921826141338337)
(99, 4.921826141338337)
(127, 4.921826141338337)
(136, 4.921826141338337)
(72, 4.91307066916823)
(75, 4.91307066916823)
(104, 4.91119449656035)
(81, 4.909943714821764)
(126, 4.909943714821764)
(134, 4.909943714821764)
(63, 4.894308943089431)
(73, 4.869293308317698)
(53, 4.862414008755472)
(58, 4.857410881801126)
(61, 4.8442776735459665)
(56, 4.831144465290807)
(135, 4.498436522826767)
(52, 2.8874296435272044)
(51, 1.91682301438399)
(50, 0.0)
(79, 0.0)
(93, 0.0)
(112, 0.0)
(120, 0.0)
(122, 0.0)
(172, 0.0)

